from_taxon,Bacteroides,Prevotella,Faecalibacterium,Roseburia,Blautia,Agathobacter,Subdoligranulum,Ruminococcus,Ruminococcus_gnavus_group,Ruminococcaceae_UCG-002,Ruminococcaceae_UCG-005,Ruminococcaceae_NK4A214_group,Lachnospira,Lachnospiraceae_NK4A136_group,Lachnospiraceae_UCG-001,Lachnospiraceae_UCG-004,Lachnoclostridium,Eubacterium_hallii_group,Eubacterium_eligens_group,Eubacterium_coprostanoligenes_group,Coprococcus,Anaerostipes,Dorea,Fusicatenibacter,Butyricicoccus,Christensenellaceae_R-7_group,Oscillibacter,Dialister,Veillonella,Megamonas,Phascolarctobacterium,Parabacteroides,Alistipes,Barnesiella,Odoribacter,Butyricimonas,Bilophila,Desulfovibrio,Sutterella,Parasutterella,Akkermansia,Bifidobacterium,Collinsella,Eggerthella,Enterococcus,Streptococcus,Lactobacillus,Enterobacter,Escherichia_Shigella,Klebsiella,Citrobacter,Clostridium_sensu_stricto_1,Clostridioides,Peptostreptococcus,Finegoldia,Paraprevotella,Romboutsia,Turicibacter,Holdemanella,Intestinibacter,Catenibacterium,Anaerotruncus,Parvimonas,Fusobacterium,Haemophilus,Campylobacter,Helicobacter,Methanobrevibacter,Anaerococcus,Porphyromonas,Alloprevotella,Granulicatella,Actinomyces,Bacillus,Staphylococcus,Corynebacterium,Pseudomonas,Acinetobacter,Enterocloster,Flavonifractor,Butyrivibrio,Clostridiales_vadinBB60_group,Family_XIII_AD3011_group,Monoglobus,Bacteroidetes_unclassified,Firmicutes_unclassified,Lachnospiraceae_unclassified,Ruminococcaceae_unclassified,Bacteroidales_unclassified,Proteobacteria_unclassified,Actinobacteria_unclassified,Verrucomicrobia_unclassified,Erysipelotrichaceae_UCG-003,Erysipelotrichaceae_UCG-006,Erysipelatoclostridium,Senegalimassilia,Slackia,Gordonibacter,Anaerobutyricum,Coprobacter,Murimonas,Anaerofustis,Pseudoflavonifractor,Oscillospira,Anaeroplasma,UCG-010,UCG-014,UCG-003,UCG-009,UCG-013,UCG-007,Rikenellaceae_RC9_gut_group,Candidatus_Saccharimonas,Mitsuokella,Succinivibrio,Succiniclasticum,Victivallis,Anaerovorax,Howardella,Butyricimonas_group
Collinsella,-0.00663125,-0.03109189,0.01003494,0.01580247,0.03669534,0.02522435,0.01868542,0.06715398,-0.00001324,0.00537584,0.00337057,-0.00575815,-0.00272144,0.00234328,-0.00007501,-0.00040483,0.00271536,0.01918589,0.00034106,0.00174314,-0.00269811,0.01052853,-0.00036242,-0.00000682,0.00312851,0.01145878,0.00574998,0.00613283,-0.01784052,-0.01624219,-0.03219147,-0.02788642,-0.04683520,-0.00011374,-0.00194101,0.00071458,-0.01634710,-0.00232178,0.01834512,0.00961775,0.01585026,-0.02693981,-0.04844701,-0.00910421,-0.05078408,-0.01394120,-0.00524638,0.03323479,0.00698364,-0.00530389,0.00537218,0.00052700,0.00008400,0.00081045,0.00104721,-0.00521145,0.00328485,-0.00086641,-0.00220020,-0.00224845,0.00100481,0.00063593,-0.00144019,0.00384055,0.00583168,0.00203579,0.00681566,0.01526367,0.00179138,0.00255979,-0.00398658,-0.00044690,0.00077483,-0.00030066,-0.01383420,0.00709056,-0.06254604,-0.01619193,0.00034294,0.00193552,0.00366982,0.00182308,0.00001637,0.00000000,-0.00153389,-0.00013549,0.00012483,0.00204988,0.00245430,-0.00179168,0.00143730,0.00464302,0.00007329,0.00750642,0.00196756,0.00338316,0.00042506,-0.00003729,0.00743330,-0.00074656,-0.00546900,0.00161526,-0.00118534,-0.00001952,0.01436243,-0.00023878,-0.00202970,-0.00164179,0.00014280,0.00310468,0.00039790,-0.00686636,0.00234237,-0.00070173,0.00689234,0.00000000,0.00007741,0.00023714,-0.00573182,-0.00068383
Eggerthella,0.04617424,-0.04825592,0.04481777,0.02715072,0.00925887,0.00291456,0.01039761,0.00584857,-0.00460086,0.00093652,0.00282862,-0.00302370,-0.00003374,-0.00003243,-0.00339340,-0.00073836,0.00071991,0.00012226,-0.00067568,0.00182766,0.00087664,-0.00223560,-0.00101859,-0.00000107,0.00079755,0.00000000,0.00000373,-0.02519657,-0.04811931,-0.02861331,0.00153607,0.00318740,0.01421926,-0.00040673,0.00238606,0.00338064,-0.00722928,0.00054800,0.00239057,0.00343914,0.00747357,0.00362200,-0.02288176,-0.01889363,0.00679870,-0.00391151,0.01191764,-0.00090491,-0.01761666,-0.00092809,0.00102266,0.00103724,-0.00002876,-0.00034103,-0.00199889,0.00659287,0.00002532,0.00121930,-0.00181276,0.00347231,0.00000000,-0.00473451,0.00010737,0.00000000,-0.01949234,-0.00358501,0.01004908,0.00012658,0.00039511,-0.00940805,-0.00418206,-0.01056488,-0.00082921,-0.00095141,-0.02848762,0.00299590,0.00082511,0.01781084,0.00314674,-0.00057073,-0.00004359,-0.00006992,0.00151052,0.00000000,0.00013647,-0.00023375,0.00000000,0.00301881,-0.00096531,-0.00020702,-0.00033108,0.00073006,0.00027984,-0.00018540,0.00948917,0.00047134,0.00004178,-0.00004622,0.00180210,0.00159549,0.00279228,0.00061356,0.00277450,-0.00037264,-0.00009148,0.00000000,-0.00525858,-0.00065352,0.00000000,0.00532591,-0.00018801,0.00245436,0.00010942,-0.00192349,0.00904687,0.00000000,0.00000000,0.00001723,0.00219545,-0.00157772
Enterococcus,0.00893805,0.11377950,0.07479222,0.02713639,0.06219410,0.02377039,0.03358079,0.04357450,0.00155889,0.00166737,0.00144431,-0.00138993,0.00310228,0.00222002,0.00028286,-0.00015448,0.00259887,0.01516041,-0.00015109,0.00066952,0.00139467,0.01020493,-0.00131771,-0.00000180,0.00186279,0.01377539,0.00516440,-0.00853876,-0.02692470,-0.01147972,-0.02199677,-0.00309170,-0.00343411,0.00033093,-0.00023264,-0.00187180,0.01343946,-0.00043150,0.00905910,0.00070963,0.02566249,-0.00490479,-0.00571829,-0.00050036,-0.04893053,-0.02543899,-0.00811881,-0.00619314,-0.02113452,0.00058886,-0.01115769,-0.00120699,0.00035294,0.00105618,0.00304602,-0.00363655,0.00182037,0.00137226,-0.00097686,-0.00051112,-0.00162322,0.00453739,-0.00114212,0.00078305,-0.02071608,0.00619311,0.00001266,0.01402743,-0.02868816,-0.02079585,-0.00063846,-0.00403592,-0.00112182,-0.00212757,-0.11684843,-0.00331520,-0.02232712,-0.02454569,-0.00273939,0.00303669,0.00029038,-0.00014866,0.00112427,0.00000000,-0.00078567,0.00151686,0.00006486,0.00041054,0.00097162,0.00031856,-0.00037174,0.00115338,0.00005245,0.00293534,-0.00363855,-0.00183214,0.00049907,-0.00001928,0.00264362,0.00164886,-0.00165186,-0.00056425,0.00366222,-0.00434382,0.00399993,0.00048053,0.00242864,-0.00038488,0.00025111,-0.00117122,0.00049608,0.00325317,-0.00097445,-0.00115862,0.00080015,0.00000000,0.00005581,0.00012366,0.00445125,-0.00445391
Streptococcus,0.04618685,0.07819962,0.03048096,0.01579618,-0.00177053,-0.00312160,0.00895153,0.01770147,0.00073805,-0.00068143,0.00097159,0.00117046,0.00180306,0.00076164,-0.00036326,-0.00001657,-0.00044451,-0.00095981,0.00009522,0.00143919,0.00082533,0.00146881,-0.00068624,-0.00000734,0.00150828,0.00463165,0.00195697,0.00324103,0.00697325,-0.01154340,0.00855132,0.00358759,-0.00345864,-0.00034608,0.00005487,0.00098450,-0.00124140,-0.00057004,0.00367573,0.00383232,0.00956854,-0.00534683,-0.00487897,-0.00362596,-0.00029000,-0.04212074,-0.00119393,-0.00059653,-0.02121634,-0.00097945,0.00460589,0.00198797,0.00000088,0.00073000,-0.00118916,0.00208099,0.00001839,0.00105978,0.00190116,0.00047891,0.00303475,-0.00276617,-0.00021224,0.00093229,-0.01201281,-0.00145429,-0.00378295,0.00058912,-0.01864649,-0.00357455,-0.00077792,-0.00621986,-0.00017989,0.00020654,-0.03520695,0.00255176,-0.03279439,-0.02073924,0.00089148,0.00051225,0.00073035,-0.00071252,0.00151731,0.00000000,0.00076920,0.00109981,0.00011569,0.00007202,0.00163735,0.00008616,0.00158905,0.00179430,-0.00001235,0.00232472,0.00343131,0.00225180,0.00048019,-0.00007254,0.00299294,0.00035902,0.00045703,-0.00001196,0.00438817,0.00050754,-0.00196916,0.00007952,-0.00038323,0.00010872,0.00004831,0.00392143,0.00048269,0.00205012,0.00018160,0.00024961,0.00040163,0.00000000,-0.00003379,-0.00040093,-0.00234366,0.00020362
Lactobacillus,-0.03481346,0.03214474,0.06526088,0.05046251,0.01055074,0.01292347,0.03031538,0.06377357,-0.00099562,0.00380479,0.00178906,-0.00140850,0.00321747,-0.00013613,-0.00004779,0.00029109,0.00281732,0.00600775,0.00121731,-0.00047444,0.00479072,0.00489967,0.00055945,0.00000216,-0.00006361,0.01150001,0.00856726,0.00628519,-0.01948967,-0.00911990,-0.00878632,-0.01557694,0.00978579,0.00022354,-0.00282726,-0.01071744,-0.00992621,0.00160471,-0.00308013,0.01452228,0.01293961,-0.00481498,0.01280299,-0.00181191,-0.02981191,-0.02237849,-0.04377109,0.00056831,-0.01316276,-0.00215313,-0.01481672,0.00261023,-0.00002809,-0.00787191,-0.00165767,0.01373511,0.00126762,-0.00197687,0.00420044,0.00065458,-0.00242113,0.00233164,0.00031992,0.00281486,0.01361425,0.00408203,0.00487966,0.01800317,-0.00195268,-0.00386176,-0.00150209,-0.00386081,0.00010843,-0.00070280,-0.07343102,0.00645863,-0.04947385,-0.01079112,0.00348010,-0.00363766,0.00182702,-0.00104597,-0.00197861,0.00000000,0.00047252,0.00548395,-0.00011067,0.00192031,-0.00250680,0.00022834,-0.00256165,0.00052456,0.00010581,0.00439188,-0.00526311,0.00381200,0.00100463,-0.00013742,0.00686956,0.00029644,0.00516205,-0.00188441,0.00180721,-0.00334518,0.00818822,0.00058648,-0.00111356,0.00057122,0.00047960,0.00061448,0.00033113,0.00961023,0.00008653,0.00016339,-0.00097463,0.00000000,-0.00010684,-0.00042673,-0.00427060,0.00221042
Enterobacter,0.03158375,-0.04149442,0.02865171,-0.01032699,-0.00493993,0.00936689,0.00606401,0.03591364,-0.00067802,0.00109410,0.00126633,-0.00007507,0.00211865,0.00005758,0.00279231,-0.00009413,0.00263743,0.00183479,0.00053706,0.00098759,0.00152435,-0.00010769,-0.00015841,0.00001548,0.00029427,0.00574619,0.00284398,-0.00029587,0.01421930,-0.00458825,0.01349730,-0.00080835,-0.00297027,0.00017303,-0.00026998,-0.00410311,-0.00896945,0.00027785,-0.00104359,-0.00222270,0.00988792,-0.00292728,0.00546953,-0.00045400,-0.01410138,-0.02442641,-0.00312770,-0.02766140,-0.00022306,0.00332421,-0.01255869,-0.00052659,-0.00007947,0.00133169,-0.00017962,0.00690669,-0.00053793,0.00110313,0.00225593,0.00079325,-0.00002656,0.00172262,0.00002937,0.00142433,0.01420123,0.00217539,-0.00101462,-0.00460743,-0.00036542,0.00356431,0.00023850,0.00277263,0.00005160,0.00041533,-0.01218694,0.00111780,-0.03039734,0.01920069,0.00237476,0.00024987,-0.00085783,-0.00006589,-0.00000834,0.00000000,0.00113194,0.00135111,0.00002100,-0.00001668,0.00588160,0.00093649,0.00113728,0.00532153,-0.00008941,-0.00098982,0.00105976,0.00038803,0.00036681,0.00014790,0.00479299,0.00093250,-0.00093685,0.00116968,-0.00007712,-0.00411543,-0.00224443,-0.00009788,0.00664165,0.00009683,0.00010313,0.00503009,0.00040785,0.00489278,0.00055443,-0.00384395,-0.00125288,0.00000000,0.00003671,-0.00029189,-0.00287327,0.00077980
Escherichia_Shigella,0.00606347,0.08259602,0.04481440,0.01487105,-0.00556757,0.00504656,0.00388341,0.01944026,-0.00134246,0.00085225,-0.00213094,-0.00217896,-0.00153474,-0.00097491,-0.00078391,-0.00004413,0.00017878,0.00670005,-0.00006856,0.00013307,0.00103846,-0.00036577,-0.00014145,-0.00000667,-0.00064015,0.00295367,0.00239783,-0.00408059,0.00468616,0.00018327,0.00472155,0.00044804,-0.02125865,-0.00023064,0.00100727,0.00084426,0.00446569,0.00013416,0.00176107,0.00176354,0.01068561,-0.00062113,-0.00410540,-0.00034620,-0.00034301,-0.00813841,-0.00429260,0.00614949,-0.05604306,-0.00062529,0.00360235,0.00318647,-0.00016098,-0.00055769,0.00024029,0.00163273,-0.00078107,-0.00009505,0.00030401,0.00030140,-0.00052072,0.00007463,-0.00021062,0.00056032,-0.01637255,-0.00258921,-0.00110376,0.00407759,-0.00657910,-0.00362322,0.00122690,-0.00395243,0.00050751,0.00210303,-0.01974721,-0.00273308,0.00263664,-0.01808116,-0.00026582,-0.00087175,-0.00065697,0.00009557,-0.00040910,0.00000000,-0.00016181,0.00053340,0.00000548,0.00013087,0.00025964,0.00007872,0.00108248,-0.00039460,-0.00019544,0.00028496,0.00132654,0.00327898,-0.00042158,0.00012698,0.00198808,-0.00002007,0.00129198,0.00076208,0.00086770,0.00158273,0.00056316,-0.00022164,0.00228355,0.00021549,0.00003398,0.00288470,-0.00038493,0.00340600,0.00084803,0.00253534,-0.00494876,0.00000000,-0.00001182,0.00030478,-0.00153341,-0.00241839
Klebsiella,0.14332478,0.06286705,0.02448380,0.01129775,-0.07767593,-0.02507663,-0.01010974,-0.02995468,0.00085063,-0.00086329,-0.00665110,0.00173694,-0.00534808,0.00009628,0.00239195,0.00020071,0.00605401,-0.00750706,-0.00102763,0.00199340,0.00000794,0.00373779,0.00082132,0.00000000,0.00202382,0.00165960,-0.00620057,0.01344431,0.02559601,-0.00206499,0.00533004,0.01773193,0.02812153,-0.00034112,-0.00209709,-0.00358152,-0.00547240,0.00011674,0.00423925,-0.01689674,-0.01750522,0.00757322,-0.00686343,-0.00196747,0.01484284,-0.00680522,0.01226308,-0.00641476,-0.00906833,-0.03076100,-0.00450377,0.00493807,0.00041074,0.00619684,-0.00338510,-0.01985142,0.00327941,-0.00084328,-0.00224835,-0.00023037,-0.00242216,0.00336515,0.00025358,-0.00402011,-0.04028924,-0.00243364,-0.00462313,0.00161417,0.01357041,-0.00131635,0.00017570,-0.00800608,0.00236163,-0.00558110,-0.04881332,0.00949020,0.07885262,-0.00377564,-0.00006910,0.00247157,0.00039093,-0.00118562,-0.00000156,0.00000000,-0.00296757,-0.00564265,-0.00017287,0.00011658,-0.00073207,-0.00136609,0.00035602,-0.00029137,0.00051024,0.00352216,0.00329996,-0.00008147,-0.00145740,-0.00031923,-0.01156864,-0.00141994,0.00330676,-0.00073127,-0.00213866,0.00075538,0.00431892,-0.00103495,-0.00304614,0.00063125,0.00042149,0.00083752,-0.00040201,-0.01759678,0.00256021,0.00150847,-0.00504436,0.00000000,0.00000000,-0.00025020,0.00470877,-0.00943468
Citrobacter,-0.00852222,0.00177357,0.06363517,0.01095950,0.01212158,0.01179586,0.02286398,0.03443739,-0.00007845,0.00190672,-0.00000484,0.00492316,0.00089772,0.00237955,0.00011926,-0.00009712,0.00333573,0.00857715,0.00084105,0.00000530,0.00019778,0.00333867,0.00000000,0.00000000,-0.00032539,0.00641983,0.00093200,-0.00143227,0.00006086,0.00183656,-0.00133679,-0.00663666,-0.02222016,0.00015649,-0.00011206,0.00013543,-0.00355253,0.00196871,0.01429273,0.00863633,0.01075674,0.00766728,0.00472068,-0.00114489,-0.01805169,-0.02103164,-0.00964694,-0.00176522,-0.02044128,-0.00040924,-0.01426363,0.00012784,-0.00001663,-0.00277768,0.00105765,0.00001085,0.00110545,-0.00030772,0.00047758,-0.00020592,0.00145363,0.00000458,0.00096626,0.00165258,0.00439201,-0.00061821,-0.00391789,0.00622002,-0.00909493,0.00027544,-0.00050554,0.00024782,0.00008531,0.00108924,-0.02271305,0.00196276,-0.06364087,-0.00601948,0.00000877,-0.00000169,-0.00037581,-0.00005975,0.00169696,0.00000000,-0.00041930,0.00068854,0.00025744,-0.00012706,-0.00012538,-0.00010589,0.00185553,0.00115849,-0.00000061,0.00083250,-0.00209401,0.00240298,0.00053752,0.00010150,0.00825154,0.00037393,-0.00081220,0.00085179,0.00376495,-0.00000058,0.00252020,0.00061838,0.00480900,-0.00000051,-0.00000465,0.00027197,-0.00003613,0.00756859,0.00042775,-0.00004827,-0.00036779,0.00000000,-0.00005609,0.00014230,0.00084267,-0.00019329
Clostridium_sensu_stricto_1,0.02666126,-0.14043010,0.03293535,-0.00088120,-0.00243444,0.01183219,0.00858074,0.01458978,-0.00002812,0.00071451,-0.00296039,0.00000000,-0.00187886,-0.00020965,0.00161560,0.00000000,0.00319990,0.00777555,0.00034426,-0.00039703,0.00174709,0.00090191,-0.00007400,0.00000000,0.00002265,0.00433023,-0.00309737,-0.00774844,-0.01438958,-0.01293278,-0.00855179,0.00297194,-0.00393793,0.00013163,0.00071178,0.00033565,-0.00349584,-0.00022497,-0.00010694,-0.00222034,0.00290610,-0.00081314,-0.00380994,-0.00008293,-0.00017030,0.01248372,0.00041264,0.00314390,0.00557057,-0.00093372,0.00550136,-0.00089470,-0.00002692,0.00041177,0.00050127,-0.00859667,0.00005625,0.00046370,0.00002587,-0.00117503,-0.00072865,-0.00346850,0.00000000,0.00045016,-0.01206533,-0.00222761,0.00299791,0.00136528,0.00436181,-0.00017604,0.00020078,-0.00123359,0.00134347,0.00323281,0.01055837,0.00025334,0.00274279,-0.01831739,-0.00264946,0.00044863,-0.00014189,0.00023304,0.00000000,0.00000000,-0.00000651,0.00065758,0.00000000,0.00000000,-0.00166566,0.00019346,0.00273251,-0.00019241,-0.00012946,0.00020078,0.00043866,-0.00037197,-0.00063700,0.00018473,0.00424559,0.00000000,-0.00032447,0.00097174,0.00112781,0.00260166,0.00077034,-0.00040451,0.00414832,0.00000000,0.00000000,-0.00025663,0.00004968,-0.00352992,0.00143807,0.00001627,-0.00355141,0.00000000,0.00000000,0.00000000,-0.00025207,-0.00027265
Clostridioides,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Peptostreptococcus,-0.13986277,-0.00956727,0.08847036,0.04160199,0.02826001,0.01732055,0.02430055,0.03735868,-0.00035193,0.00573522,-0.00516080,0.00607897,0.00572754,-0.00168307,-0.00071422,0.00006230,-0.00142467,0.00059727,0.00112564,-0.00057560,0.00195532,0.00319791,0.00008522,0.00000000,-0.00205736,0.00092317,0.01492459,-0.01804632,-0.04910198,-0.04007034,-0.03023446,0.01722834,0.02789191,-0.00010480,-0.00025761,-0.00499191,0.01776748,0.00328061,0.01262366,0.01678736,0.02316247,0.01235640,0.00359247,0.00062005,-0.01623213,-0.02910600,-0.00948332,0.00325286,-0.01621915,-0.00089523,0.01979589,0.00090765,-0.00003668,-0.01560835,-0.00031867,0.00013605,0.00032789,0.00073492,0.00054295,-0.00038016,0.00314588,-0.01065185,0.00135418,0.00333973,0.01642596,0.00204778,-0.00674779,0.01671158,-0.00854803,-0.01083910,0.00253796,-0.01030296,-0.00053393,0.00055727,-0.01254025,0.00690479,-0.07616474,-0.06227472,-0.00081360,-0.00193640,-0.00026699,0.00154468,0.00139610,0.00000000,0.00008209,0.00473291,-0.00030835,0.00120508,-0.00697710,0.00167304,-0.00018450,-0.00533579,0.00001719,-0.00141839,-0.00191169,0.00242301,0.00286410,-0.00012081,0.01078254,0.00010551,0.00490710,0.00101490,0.00362422,-0.00031540,0.00246096,0.00234668,0.00279525,0.00063126,-0.00045448,-0.00097067,-0.00049173,0.01939427,0.00169065,0.00038886,0.01367931,0.00000000,0.00000000,-0.00230778,0.00203099,0.00032301
Finegoldia,0.00816437,-0.19490824,0.00079482,-0.00557980,-0.00211000,-0.00002903,0.00000000,-0.00083274,-0.00002928,0.00005003,-0.00367421,0.00000000,0.00000000,0.00000000,-0.00012538,0.00000000,-0.00013612,-0.00076870,0.00000000,-0.00011817,0.00000000,-0.00193930,-0.00008711,0.00000000,0.00000000,0.00000000,-0.00010391,0.01650077,-0.00657303,-0.01197652,0.01694688,0.00000000,0.00331986,-0.00014897,-0.00025077,-0.00416342,-0.00250312,-0.00023423,-0.01376017,0.00368527,0.00370554,0.00163623,0.00613906,0.00031296,0.00516065,0.00450661,0.00088972,0.00055231,0.00285356,-0.00039197,0.00038770,0.00356907,0.00000442,-0.00193124,-0.00355912,0.00097283,0.00000000,0.00000000,0.00122971,0.00064652,0.00000000,-0.00453973,0.00000000,0.00000000,0.02542647,-0.00374765,-0.00006269,0.00000000,0.01003022,0.00738214,0.00000000,-0.00118628,0.00061091,0.00001766,0.04151171,0.00241595,0.00003097,0.02530701,0.00096193,0.00085093,0.00000000,-0.00072477,0.00000000,0.00000000,-0.00043628,0.00000000,0.00000000,0.00000000,0.00067820,0.00000000,0.00000442,-0.00005682,0.00042205,0.00000000,0.00337750,0.00199741,0.00000000,-0.00001451,0.00000000,0.00002946,0.00060020,0.00000000,0.00000000,0.00040894,-0.00001134,0.00000000,-0.00040671,0.00000000,0.00000000,0.00243950,0.00000000,0.00045389,-0.00001495,0.00004641,0.00314732,0.00000000,0.00000000,0.00000000,-0.00230807,0.00370988
Paraprevotella,0.08555671,0.05652656,-0.04792623,-0.00559724,-0.04601452,0.00082106,-0.00687410,-0.02808184,-0.00002157,-0.00644906,-0.00182582,-0.00000244,-0.00680550,-0.00078805,0.00003328,0.00019362,-0.00769367,-0.00281648,-0.00123548,0.00056241,0.00030351,-0.01169980,0.00074812,0.00000413,-0.00093514,-0.00609380,-0.00595607,-0.02008784,0.00971285,-0.00110076,0.00471885,0.00350610,-0.00508899,0.00021827,0.00913498,0.00049709,0.00986408,0.00001824,-0.01080036,-0.01481195,-0.01556750,-0.00095626,-0.01641483,-0.00172806,0.01260596,0.01541369,0.00779232,0.02600963,-0.00342428,-0.00030621,0.03901961,-0.00018589,0.00014449,0.00447022,-0.00191182,-0.01775836,-0.00086918,-0.00269061,-0.00260372,0.00347533,-0.00338323,0.00145834,0.00000000,-0.00555101,-0.01783652,-0.00443899,0.00490760,-0.00381594,0.00999423,0.00651964,-0.00130648,-0.00039081,0.00067279,0.00443327,0.05749527,-0.00800117,-0.02250061,-0.00130566,0.00012146,0.00106984,-0.00194351,0.00034555,0.00000000,0.00000000,-0.00049291,-0.00523293,0.00013520,0.00000000,-0.00037455,0.00071786,-0.00010782,-0.00121077,-0.00006561,0.00204485,0.00016112,-0.01079167,-0.00358117,0.00006328,-0.01683572,-0.00498370,0.00088179,-0.00115806,0.00009874,0.00057667,0.00043522,-0.00253146,-0.01011612,-0.00006993,-0.00014268,-0.00048190,-0.00073272,-0.00266284,0.00187801,0.00068025,0.00119024,0.00000000,0.00000000,0.00274832,-0.00068285,-0.00120359
Romboutsia,0.02249564,-0.01479463,-0.07306273,-0.00653675,-0.00004064,-0.00102052,-0.04116522,-0.01937159,0.00000000,-0.00828655,0.00000000,0.00000000,0.00276502,-0.00049454,-0.00280055,0.00000000,-0.00667927,-0.00985765,-0.00048475,0.00000000,-0.00542109,-0.01017258,0.00000000,0.00000000,0.00070110,0.00808544,-0.01000923,0.00807705,-0.00479371,0.00226769,-0.00156274,0.01609802,-0.00932368,-0.00034112,0.00182229,0.00000000,-0.00918701,0.00006675,-0.00488687,0.00275082,0.00461077,-0.00028206,0.00258475,0.00002967,0.00274290,0.01820010,0.00869535,-0.00299853,0.02788432,-0.00069960,0.02680716,-0.00054210,0.00001245,0.00059152,-0.00514562,0.00183502,-0.00709638,-0.00000142,-0.00210194,-0.00015255,0.01087565,0.00000000,0.00025775,-0.00233814,-0.00498945,-0.00084839,-0.00061751,-0.01009522,0.02119828,0.00185797,0.00441624,0.00435513,0.00174041,0.00273076,0.07922464,0.00114703,-0.00113282,0.00061216,-0.00074257,0.00000000,0.00220157,0.00000000,0.00000000,0.00000000,0.00000000,-0.00411440,0.00001929,0.00000000,0.00059419,0.00016939,-0.00043504,-0.00948955,0.00004258,-0.00134724,0.00000000,-0.00008700,-0.00021966,0.00003723,-0.00428768,0.00002250,0.00000000,0.00181966,0.00413343,0.00000321,-0.00877766,-0.00120133,-0.00433514,0.00000000,0.00040454,0.00000138,-0.00069330,0.00830716,-0.00012774,-0.00004452,-0.00010756,0.00000000,0.00032219,0.00039112,0.00112030,-0.00466876
Turicibacter,0.13234117,-0.00083873,-0.03997564,-0.00779411,-0.00918517,-0.01224338,-0.01737599,-0.03714690,-0.00029791,-0.00408407,0.00000000,0.00085963,-0.00022404,-0.00036251,-0.00217792,0.00005533,-0.00384780,-0.01230163,-0.00032366,0.00000000,-0.00023718,-0.00161209,0.00000000,0.00000000,0.00125604,-0.00852595,-0.00233881,-0.00196547,-0.00015495,-0.00279703,0.00008477,0.01262622,0.02715650,-0.00039598,-0.00077552,-0.00037422,0.00284374,0.00010166,-0.00426691,-0.00503907,-0.01222546,0.00774717,-0.00338204,0.00005388,0.00095694,-0.00878716,-0.00135040,-0.00289180,-0.00571369,-0.00056638,-0.00749776,-0.00009979,0.00000000,-0.00168215,-0.00177131,0.00008067,0.00001705,-0.00070119,-0.00069509,-0.00000259,0.00002024,0.00000000,0.00042682,-0.00105739,-0.00455227,-0.00017199,0.00217564,-0.01022081,-0.00475720,-0.00360310,-0.00036853,0.00000000,-0.00009979,-0.00419605,-0.04383896,-0.00150107,0.03367493,-0.00064315,0.00000000,0.00000000,-0.00104588,0.00207731,0.00110675,0.00000000,0.00008462,-0.00293278,0.00000000,0.00388506,0.00000000,-0.00060461,-0.00398963,-0.00089871,0.00000000,-0.00001456,0.00269165,-0.00221933,-0.00024736,-0.00027443,-0.01036588,0.00015395,0.00109836,-0.00078521,-0.00084369,0.00000325,-0.00246457,-0.00037316,-0.00818075,0.00017603,0.00000000,0.00000000,-0.00006653,0.00260721,-0.00036998,0.00000212,0.00119537,0.00000000,0.00000000,-0.00000721,0.00182844,-0.00013112
